Clearing,Globex,Floor,ClearPort,Product Name,Product Group,Subgroup,Category,Sub-Category,Cleared As,Exchange,Volume,Open Interest
VL,AVL,VL,VL,Gasoil 0.1 Barges FOB Rdam (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,103
8CC,CZ8,CZ8,-,Corn Dec-July CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,102
RC,EUA,EUA,RC,European Union Allowance (EUA) Futures,Energy,Emissions,-,EU ETS,Futures,NYMEX,100,100
CQA,CQA,CQA,CQA,Coal (API 2) cif ARA (Argus/McCloskey) Quarterly Option,Energy,Coal,-,-,Options,NYMEX,0,100
JL,AJL,JL,JL,Los Angeles CARBOB Gasoline (OPIS) vs. RBOB Gasoline Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,100
UFG,-,UFG,UFG,Urea FOB Egypt Swap Futures,Agriculture,Fertilizer,-,-,Futures,CBT,0,100
KRW,KRW,KRW,KRW,Korean Won Futures,FX,Emerging Market,-,-,Futures,CME,1,98
EB,EB,-,-,Three-Month Euribor Futures,Interest Rate,Stirs,-,-,Futures,CME,0,96
NNC,NHH,NNC,NNC,NYISO NYC In-City Capacity Calendar-Month Futures,Energy,Electricity,NYISO,Flats,Futures,NYMEX,0,93
US2,ZB2,US2,-,U.S. Treasury Bond Weekly Options Wk 2,Interest Rate,US Treasury,-,-,Options,CBT,0,530
BT,ABT,BT,BT,Singapore Fuel Oil 380 cst (Platts) BALMO Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,0,88
30,A30,30,30,European Jet Kerosene Cargoes CIF NWE (Platts) Average Price Option,Energy,Refined Products,European,Outrights,Options,NYMEX,0,85
SSF,-,SSF,SSF,"Steel Billet, FOB Black Sea (Platts) Futures",Metals,Ferrous,-,-,Futures,NYMEX,0,85
3J,6J3,3J,-,Japanese Yen Weekly Options Wk 3,FX,G10,-,-,Options,CME,0,84
3B,6B3,3B,-,British Pound/American Weekly Options Wk 3,FX,G10,-,-,Options,CME,13,83
7D,7D,7D,7D,3.5% Fuel Oil CIF MED (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,81
CNH,CNH,-,CNH,Standard-Size USD/Offshore RMB (CNH) Futures,FX,Emerging Market,-,-,Futures,CME,4,79
JR,AJR,JR,JR,Jet Barges FOB Rdam (Platts) vs. Gasoil Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,20,79
CPR,CPR,CPR,CPR,Conway Propane (OPIS) Average Price Options,Energy,Petrochemicals,NGL,Financial,Options,NYMEX,0,78
NYH,NYH,NYH,VQ,NY 0.3% Fuel Oil HiPr (Platts) vs. NY Fuel Oil 1.0% (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,75
R0,AR0,R0,R0,Mont Belvieu Natural Gasoline (OPIS) BALMO Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,0,75
IP,HIP,IP,IP,Houston Ship Channel Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,72
P6,AP6,P6,P6,High Density Polyethylene (HDPE) Futures,Energy,Petrochemicals,Resin,Physical,Futures,NYMEX,0,68
2S,6S2,2S,-,Swiss Franc Weekly Options Wk 2,FX,G10,-,-,Options,CME,0,67
1V,A1V,1V,1V,Jet Aviation Fuel Cargoes FOB MED (Platts) vs. Gasoil Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,66
MSD,MSD,MSD,MSD,Singapore Fuel Oil 180 cst (Platts) vs. 380 cst (Platts) BALMO Futures,Energy,Refined Products,Asian,Spreads,Futures,NYMEX,0,65
EFM,EFM,EFM,EFM,European 1% Fuel Oil Cargoes FOB MED (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,62
0B,0B,0B,0B,Mini European 1% Fuel Oil Cargoes FOB NWE (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,60
CLA,CLB,CLA,CLA,Coal (API 2) cif ARA (Argus/McCloskey) Calendar Option,Energy,Coal,-,-,Options,NYMEX,0,60
BF,PSF,BF,BF,British Pound/Swiss Franc Futures,FX,G10,-,-,Futures,CME,16,58
63,63,63,63,3.5% Fuel Oil Cargoes FOB MED (Platts) vs. 3.5% Fuel Oil Barges FOB Rdam (Platts) BALMO Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,56
1T,1T,1T,1T,Jet Aviation Fuel Cargoes FOB MED (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,55
3S,6S3,3S,-,Swiss Franc Weekly Options Wk 3,FX,G10,-,-,Options,CME,0,54
1ND,1NA,1ND,1ND,Singapore Mogas 92 Unleaded (Platts) Dubai (Platts) Crack Spread Futures,Energy,Refined Products,Asian,Crack Spreads,Futures,NYMEX,0,50
DFT,-,DFT,DFT,DAP FOB Tampa Swap Futures,Agriculture,Fertilizer,-,-,Futures,CBT,0,50
OPD,OPO,OPD,OPD,Ontario Peak Calendar-Day Futures,Energy,Electricity,Canadian,Daily Peak,Futures,NYMEX,0,50
FF,AFF,FF,FF,WTI Midland (Argus) vs. WTI Financial Futures,Energy,Crude Oil,-,Spreads,Futures,NYMEX,0,50
CRB,CRB,CRB,CRB,Gulf Coast CBOB Gasoline A2 (Platts) vs. RBOB Gasoline Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,50
5Y,5Y,5Y,5Y,NY ULSD (Argus) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,49
GKS,GKS,GKS,GKS,Gasoline 10 ppm FOB MED (Platts) Crack Spread Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,49
SU,SU,SU,-,S&P 500 Value Futures,Equities,US Index,-,-,Futures,CME,0,47
SMC,SMC,SMC,-,E-mini S&P 600 SmallCap Futures,Equities,US Index,-,-,Futures,CME,0,47
5L,5L,5L,5L,Mini Singapore Fuel Oil 180 cst (Platts) BALMO Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,0,45
7X,7X,7X,7X,Diesel 10ppm Barges FOB Rdam (Platts) vs. Gasoil BALMO Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,45
HGS,-,HGS,HGS,Copper Financial Futures,Metals,Base,-,-,Futures,COMEX,16,45
SG,SG,SG,-,S&P 500 Growth Futures,Equities,US Index,-,-,Futures,CME,1,43
C0B,L0B,C0B,-,2nd contract back Live Cattle CSO,Agriculture,Livestock,-,-,Options,CME,84,42
FVB,FVB,FVB,FVB,1.0% Fuel Oil Cargoes FOB NWE (Platts) Crack Spread (1000mt) Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,42
KT,KT,KT,KT,Coffee Futures,Agriculture,Softs,-,-,Futures,NYMEX,0,42
CPF,CPF,CPF,CPF,CSX Coal (Platts OTC Broker Index) Options,Energy,Coal,-,-,Options,NYMEX,0,40
OU,AOU,OU,OU,PJM Northern Illinois Hub Peak Calendar-Month LMP Option,Energy,Electricity,PJM,Monthly Peak,Options,NYMEX,0,40
C0A,L0A,C0A,-,1st contract back Live Cattle CSO,Agriculture,Livestock,-,-,Options,CME,0,39
KX,AKX,KX,KX,European 1% Fuel Oil Cargoes FOB NWE (Platts) BALMO Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,38
SJ,SJY,SJ,SJ,Swiss Franc/Japanese Yen Futures,FX,G10,-,-,Futures,CME,0,36
E6M,E6M,E6M,E6M,Mini Japan C&F Naphtha (Platts) BALMO Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,0,35
FE,AFE,FE,FE,Dated Brent (Platts) to Frontline Brent BALMO Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,35
FR,HUF,HFO,FR,Hungarian Forint Futures,FX,Emerging Market,-,-,Futures,CME,4,34
2C,6C2,2C,-,Canadian Dollar Weekly Options Wk 2,FX,G10,-,-,Options,CME,1,34
8E,8EN,8E,8E,Transco Zone 1 Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,32
4A,6A4,4A,-,Australian Dollar/American Weekly Options Wk 4,FX,G10,-,-,Options,CME,20,31
NWE,NWE,NWE,NWE,European Naphtha Cargoes CIF NWE (Platts) Average Price Option,Energy,Refined Products,-,Outrights,Options,NYMEX,0,30
ENS,ENS,ENS,ENS,European 1% Fuel Oil Cargoes FOB MED vs. European 1% Fuel Oil Cargoes FOB NWE Spread (Platts) Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,30
TC6,-,TC6,TC6,Freight Route TC6 (Baltic) Futures,Energy,Freight,Wet,-,Futures,NYMEX,0,30
8G,A8G,8G,8G,Premium Unleaded Gasoline 10 ppm FOB MED (Platts) BALMO Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,28
ENY,ENY,-,-,E-mini Nikkei 225 - Yen denominated Futures,Equities,International Index,-,-,Futures,CME,3,27
1X,A1X,1X,1X,1% Fuel Oil Cargoes CIF NWE (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,23
MGB,MGB,MGB,MGB,Mini Gasoil 0.1 Barges FOB Rdam (Platts) vs. Gasoil Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,21
SIR,SIR,-,-,Indian Rupee/USD Futures,FX,Emerging Market,-,-,Futures,CME,84,20
GRS,GRS,GRS,GRS,Gasoil 50 ppm Barges FOB Rdam (Platts) vs. Gasoil Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,20
XCW,ZCW,XCW,-,Wheat-Corn ICS Options,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,20
4C,4C,4C,4C,Chicago ULSD (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,20
HJ,AHJ,HJ,HJ,MISO Michigan Hub Off-Peak Calendar-Month LMP Futures,Energy,Electricity,MISO,Monthly Off-Peak,Futures,NYMEX,0,20
HM,AHM,HM,HM,MISO Michigan Hub Peak Calendar-Month LMP Futures,Energy,Electricity,MISO,Monthly Peak,Futures,NYMEX,0,20
MMF,MMF,MMF,MMF,Mini 3.5% Fuel Oil Cargoes FOB MED (Platts) Financial Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,20
22,22,22,22,Argus Propane Far East Index BALMO Futures,Energy,Petrochemicals,LPG,Financial,Futures,NYMEX,0,19
MFD,MFD,MFD,MFD,Mini 1% Fuel Oil Cargoes FOB MED (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,18
2T,2Q,2T,-,Euro FX/Euro Style Options Wk 2,FX,G10,-,-,Options,CME,0,18
TT,TT,TT,TT,Cotton Futures,Agriculture,Softs,-,-,Futures,NYMEX,7,18
RI,ARI,RI,RI,NY RBOB (Platts) vs. RBOB Gasoline Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,17
PPP,PPP,PPP,PPP,PP Polypropylene (PCW) Financial Futures,Energy,Petrochemicals,Resin,Financial,Futures,NYMEX,0,16
AC,ACD,AC,AC,Australian Dollar/Canadian Dollar Futures,FX,G10,-,-,Futures,CME,16,15
QN2,QN2,QN2,-,E-Mini NASDAQ 100 Weekly Options Wk 2,Equities,US Index,-,-,Options,CME,6,14
3S,6S3,3S,-,Swiss Franc Weekly Options Wk 3,FX,G10,-,-,Options,CME,0,54
CY,CJY,CY,CY,Canadian Dollar/Japanese Yen Futures,FX,G10,-,-,Futures,CME,0,13
MNH,MNH,-,MNH,E-micro Size USD/Offshore RMB (CNH) Futures,FX,E Micros,-,-,Futures,CME,0,10
LPE,LPE,LPE,LPE,LLDPE Linear Low Density Polyethylene (PCW) Financial Futures,Energy,Petrochemicals,Resin,Financial,Futures,NYMEX,0,10
7V,7V,7V,7V,ULSD 10ppm CIF MED (Platts) vs. Gasoil BALMO Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,10
TW,TW,TW,TW,Gasoil 0.1 Cargoes CIF NWE (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,10
MZ1,ZM1,MZ1,-,Soybean Meal Weekly Options Wk 1,Agriculture,Grain And Oilseed,-,-,Options,CBT,10,10
CSI,-,SCR,-,Soybean-Corn Price Ratio Option,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,10
ALW,-,ALW,ALW,Australian Coking Coal (Platts) Low Vol Futures,Metals,Coking Coal,-,-,Futures,NYMEX,0,9
EOB,EOB,EOB,EOB,Argus Gasoline Eurobob Oxy Barges NWE Crack Spread (1000mt) Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,8
STI,STI,STI,STI,Singapore Fuel Oil 380 cst (Platts) 6.35 Dubai (Platts) Crack Spread Futures,Energy,Refined Products,Asian,Crack Spreads,Futures,NYMEX,0,8
I3,I3,NZ,-,30-Year Interest Rate Swap Futures,Interest Rate,Financially-Settled Swaps,-,-,Futures,CBT,2,7
M6C,M6C,M6C,M6C,E-micro American Dollar/Canadian Dollar Futures,FX,E Micros,-,-,Futures,CME,0,6
TU,ATU,TU,TU,Gasoil 0.1 Cargoes CIF NWE (Platts) vs. Gasoil Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,6
CJ,CJ,CJ,CJ,Cocoa Futures,Agriculture,Softs,-,-,Futures,NYMEX,0,6
3V,3V,3V,3V,ULSD 10ppm Cargoes CIF NWE (Platts) vs. Gasoil BALMO Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,5
YO,YO,YO,YO,No. 11 Sugar Futures,Agriculture,Softs,-,-,Futures,NYMEX,1,5
CN,ENK,CN,CN,Euro/Norwegian Krone Futures,FX,G10,-,-,Futures,CME,0,5
8M,A8M,8M,8M,Conway Normal Butane (OPIS) Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,0,5
TY,ATY,TY,TY,ULSD 10ppm Cargoes CIF NWE (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,5
ND,ND,ND,-,NASDAQ 100 Options,Equities,US Index,-,-,Options,CME,0,4
M6J,M6J,M6J,M6J,E-micro American Dollar/Japanese Yen Futures,FX,E Micros,-,-,Futures,CME,0,4
DO,DD,DO,-,DJIA $25 Futures,Equities,US Index,-,-,Futures,CBT,0,3
Z6,Z6,Z6,Z6,ULSD 10ppm Cargoes CIF MED (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,3
EFF,EFF,EFF,EFF,European 3.5% Fuel Oil Cargoes FOB MED (Platts) BALMO Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,3
EED,EED,EED,-,E-mini Eurodollars Futures,Equities,International Index,-,-,Futures,CME,0,3
QH,QH,QH,-,E-mini Heating Oil Futures,Energy,Refined Products,-,-,Futures,NYMEX,0,2
AN,ANE,AN,AN,Australian Dollar/New Zealand Dollar Futures,FX,G10,-,-,Futures,CME,0,1
VS,VSN,VS,VS,Ventura Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
IH,DIH,IH,IH,"Dominion, South Point Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
II,II,II,II,CenterPoint Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
IO,AIO,IO,IO,Dawn Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
IR,IR,IR,IR,Rockies Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
2Z,-,2Z,2Z,CAISO NP15 EZ Gen Hub 5 MW Off-Peak Calendar-Day Day-Ahead LMP Futures,Energy,Electricity,Western Power,Daily Off-Peak,Futures,NYMEX,0,0
36,36,36,36,"Argus Sour Crude Index (""ASCI"") vs. WTI Diff Spread Trade Month Futures",Energy,Crude Oil,-,Spreads,Futures,NYMEX,0,0
38,38,38,38,"Argus Sour Crude Index (""ASCI"") vs. WTI Diff Spread Calendar Month Futures",Energy,Crude Oil,-,Spreads,Futures,NYMEX,0,0
XH,-,-,-,Nasdaq-100 A-Flex Options,Equities,US Index,-,-,Options,CME,0,0
JB,AJB,JB,JB,Japan C&F Naphtha (Platts) Brent Crack Spread Futures,Energy,Refined Products,Asian,Crack Spreads,Futures,NYMEX,0,0
Z4,Z4,Z4,Z4,Gasoil 0.1 Cargoes CIF MED (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
Z8,Z8,Z8,Z8,CIG Rockies Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
SV,SV,SV,SV,Panhandle Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
S7,S7,S7,S7,"Texas Gas, Zone SL Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
T5,T5N,T5,T5,NGPL STX Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
3L,3L,3L,3L,Mont Belvieu Physical Iso-Butane (OPIS) Futures,Energy,Petrochemicals,NGL,Physical,Futures,NYMEX,0,0
3Y,A3Y,3Y,3Y,RBOB Gasoline Crack Spread Average Price Options,Energy,Refined Products,North American,Spreads,Options,NYMEX,0,0
4Y,4Y,4Y,4Y,NY Jet Fuel (Argus) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
4Z,C4Z,4Z,4Z,CAISO SP15 EZ Gen Hub 5 MW Off-Peak Calendar-Day Day-Ahead LMP Futures,Energy,Electricity,Western Power,Daily Off-Peak,Futures,NYMEX,0,0
55,A55,55,55,NYISO Zone E 5 MW Peak Calendar-Month Day-Ahead LBMP Futures,Energy,Electricity,NYISO,Monthly Peak,Futures,NYMEX,0,0
5E,5E,5E,5E,Henry Hub Natural Gas (Platts IFERC) Basis Option,Energy,Natural Gas,-,Basis,Options,NYMEX,0,0
5G,5G,5G,5G,NGPL Mid-Con Natural Gas (Platts IFERC) Basis Option,Energy,Natural Gas,-,Basis,Options,NYMEX,0,0
5H,5H,5H,5H,NGPL TexOk Natural Gas (Platts IFERC) Basis Option,Energy,Natural Gas,-,Basis,Options,NYMEX,0,0
6G,-,6G,6G,Premium Unleaded Gasoline 10 ppm CIF MED (Platts) BALMO Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
K1,AK1,K1,K1,ERCOT South 345 kV Hub 5 MW Peak Calendar-Day Futures,Energy,Electricity,ERCOT,Daily Peak,Futures,NYMEX,0,0
M0,-,M0,M0,Capesize Timecharter Average (Baltic) BALMO Futures,Energy,Freight,Dry,-,Futures,NYMEX,0,0
M3,KM3,M3,M3,"OneOk, Oklahoma Natural Gas (Platts Gas Daily) Swing Futures",Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
MSG,MSG,MSG,MSG,Mini Singapore Gasoil (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,0,0
BDC,BDC,BDC,BDC,Brent 25-Day (Platts) Financial Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
BDO,BDO,BDO,BDO,Brent 25-Day (Platts) Options,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
BDE,BDE,BDE,BDE,Brent 25-Day (Platts) European Options,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
BDA,BDA,BDA,BDA,Brent 25-Day (Platts) Average Price Options,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
N9P,NB9,N9P,N9P,PJM West Hub RT 50 MW Off-Peak Options,Energy,Electricity,PJM,Monthly Off-Peak,Options,NYMEX,0,0
S9,S9,S9,S9,"Columbia Gulf, Louisiana Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
SF,SFN,SF,SF,SoCal Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
SH,SH,SH,SH,"Dominion, South Point Natural Gas (Platts Gas Daily) Swing Futures",Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
SK,PSK,SK,SK,PG&E Citygate Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
SN,SN,SN,SN,Henry Hub Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
SS,SS,SS,SS,Chicago Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
ST,ZST,ST,ST,Transco Zone 6 Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
SU,SSU,SU,SU,Sumas Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
SX,NSX,SX,SX,TETCO M-3 Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
T4,T4,T4,T4,Tennessee Zone 0 Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
T6,T6,T6,T6,Transco Zone 3 Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
TJ,ATJ,TJ,TJ,Freight Route TC4 (Platts) Futures,Energy,Freight,Wet,-,Futures,NYMEX,0,0
IK,IK,IK,IK,PG&E Citygate Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
OM,AOH,OM,OM,MISO Illinois Hub Peak Calendar-Month LMP Futures,Energy,Electricity,MISO,Monthly Peak,Futures,NYMEX,0,0
Q4,Q4,Q4,Q4,Tennessee Zone 0 Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
N4,N4,N4,N4,"Texas Gas, Zone 1 Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
IJ,IJ,IJ,IJ,San Juan Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
SE2,-,-,SE2,S&P-GSCI ER Index 2 Month Forward Swaps,Agriculture,Commodity Index,-,-,Futures,CME,0,0
SE3,-,-,SE3,S&P-GSCI ER Index 3 Month Forward Swaps,Agriculture,Commodity Index,-,-,Futures,CME,0,0
M4,M4,M4,M4,"Southern Star, Tx.-Okla.-Kan. Natural Gas (Platts Gas Daily) Swing Futures",Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
MBB,MBB,MBB,MBB,Mont Belvieu Ethylene (PCW) BALMO Futures,Energy,Petrochemicals,Olefin,Financial,Futures,NYMEX,0,0
MJB,MJB,MJB,MJB,Mini European Jet Kero Barges FOB Rdam (Platts) vs. Gasoil Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,0
MO,MO,MO,MO,Mars (Argus) Trade Month Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
N7,N7,N7,N7,Algonquin City-Gates Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
N8,N8,N8,N8,Questar Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
NFG,NFG,NFG,NFG,NY 1% Fuel Oil (Platts) vs. Gulf Coast 3% Fuel Oil (Platts) BALMO Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,0
OP,-,OP,-,PERMIAN BASIN OPTION,Energy,Natural Gas,-,Basis,Options,NYMEX,0,0
OT,AOT,OT,OT,PJM AEP Dayton Hub Peak Calendar-Month LMP Option,Energy,Electricity,PJM,Monthly Peak,Options,NYMEX,0,0
PIO,-,PIO,PIO,"Iron Ore 62% Fe, CFR North China (Platts) Futures",Metals,Ferrous,-,-,Futures,NYMEX,0,0
PSG,ASG,PSG,PSG,PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP Option,Energy,Electricity,PJM,Monthly Peak,Options,NYMEX,0,0
7W,-,7W,7W,Gulf Coast Heating Oil (OPIS) vs. NY Harbor ULSD Heating Oil Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,0
8D,8D,8D,8D,3.5% Fuel Oil CIF MED (Platts) BALMO Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
U7,U7,U7,U7,Diesel 10ppm Barges FOB Rdam (Platts) BALMO Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
U8,U8,U8,U8,CIG Rockies Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
US,AUS,US,US,Gulf Coast ULSD (Argus) Up-Down Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,0
V2,-,V2,V2,NYMEX US Dollar/Colombian Peso Futures,FX,Other,-,-,Futures,NYMEX,0,0
AN,ANL,AN,AN,NYISO Zone A Day-Ahead Peak Calendar-Day 2.5 MW Futures,Energy,Electricity,NYISO,Daily Peak,Futures,NYMEX,0,0
TW1,ZT1,TW1,-,2 Yr Note Weekly Options Wk 1,Interest Rate,US Treasury,-,-,Options,CBT,0,0
TW2,ZT2,TW2,-,2 Yr Note Weekly Options Wk 2,Interest Rate,US Treasury,-,-,Options,CBT,0,0
TW3,ZT3,TW3,-,2 Yr Note Weekly Options Wk 3,Interest Rate,US Treasury,-,-,Options,CBT,0,0
TW4,ZT4,TW4,-,2 Yr Note Weekly Options Wk 4,Interest Rate,US Treasury,-,-,Options,CBT,0,0
TW5,ZT5,TW5,-,2 Yr Note Weekly Options Wk 5,Interest Rate,US Treasury,-,-,Options,CBT,0,0
NSF,-,NSF,NSF,"European Hot Rolled Coil, Ex-Works Ruhr Germany (Platts) Futures",Metals,Ferrous,-,-,Futures,NYMEX,0,0
RB,-,-,-,Spot Cheese Barrels,Agriculture,Dairy Spot Markets,-,-,-,CME,0,0
B7,AB7,B7,B7,Gasoil 0.1 Cargoes CIF NWE (Platts) BALMO Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
BG,BG,BG,BG,European Gasoil (1000mt) Bullet Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
C2,C2,C2,C2,"Texas Eastern, WLA Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
CF,CF,CF,CF,Gulf Coast ULSD (Argus) Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,0
KB,-,-,-,Spot Cheese Blocks,Agriculture,Dairy Spot Markets,-,-,-,CME,0,0
EHP,EAA,EHP,EHP,ERCOT Houston 345 kV Hub Day-Ahead 5 MW Off-Peak Futures,Energy,Electricity,ERCOT,Monthly Off-Peak,Futures,NYMEX,0,0
SEV,SEV,SEV,-,US-De Sovereign Yield Spread Futures,Interest Rate,Sovereign Yield Spreads,-,-,Futures,CME,0,0
GCC,GCC,GCC,GCC,Gulf Coast Unl 87 Gasoline M2 (Platts) Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,0
GCG,GCG,GCG,GCG,Gulf Coast CBOB Gasoline A2 (Platts) Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,0
